year,month,yyyymm,station_count,region_avg_wind_mps,source_file
1987,1,198701,1,1.494,SURF_CLI_CHN_MUL_DAY-WIN-11002-198701.TXT
1987,2,198702,1,2.132,SURF_CLI_CHN_MUL_DAY-WIN-11002-198702.TXT
1987,3,198703,1,1.939,SURF_CLI_CHN_MUL_DAY-WIN-11002-198703.TXT
1987,4,198704,1,1.767,SURF_CLI_CHN_MUL_DAY-WIN-11002-198704.TXT
1987,5,198705,1,2.365,SURF_CLI_CHN_MUL_DAY-WIN-11002-198705.TXT
1987,6,198706,1,1.727,SURF_CLI_CHN_MUL_DAY-WIN-11002-198706.TXT
1987,7,198707,1,1.097,SURF_CLI_CHN_MUL_DAY-WIN-11002-198707.TXT
1987,8,198708,1,1.365,SURF_CLI_CHN_MUL_DAY-WIN-11002-198708.TXT
1987,9,198709,1,1.2,SURF_CLI_CHN_MUL_DAY-WIN-11002-198709.TXT
1987,10,198710,1,1.506,SURF_CLI_CHN_MUL_DAY-WIN-11002-198710.TXT
1987,11,198711,1,1.47,SURF_CLI_CHN_MUL_DAY-WIN-11002-198711.TXT
1987,12,198712,1,1.094,SURF_CLI_CHN_MUL_DAY-WIN-11002-198712.TXT
1988,1,198801,1,1.655,SURF_CLI_CHN_MUL_DAY-WIN-11002-198801.TXT
1988,2,198802,1,1.786,SURF_CLI_CHN_MUL_DAY-WIN-11002-198802.TXT
1988,3,198803,1,2.306,SURF_CLI_CHN_MUL_DAY-WIN-11002-198803.TXT
1988,4,198804,1,2.097,SURF_CLI_CHN_MUL_DAY-WIN-11002-198804.TXT
1988,5,198805,1,2.3,SURF_CLI_CHN_MUL_DAY-WIN-11002-198805.TXT
1988,6,198806,1,1.667,SURF_CLI_CHN_MUL_DAY-WIN-11002-198806.TXT
1988,7,198807,1,1.674,SURF_CLI_CHN_MUL_DAY-WIN-11002-198807.TXT
1988,8,198808,1,1.535,SURF_CLI_CHN_MUL_DAY-WIN-11002-198808.TXT
1988,9,198809,1,1.373,SURF_CLI_CHN_MUL_DAY-WIN-11002-198809.TXT
1988,10,198810,1,1.352,SURF_CLI_CHN_MUL_DAY-WIN-11002-198810.TXT
1988,11,198811,1,1.25,SURF_CLI_CHN_MUL_DAY-WIN-11002-198811.TXT
1988,12,198812,1,1.265,SURF_CLI_CHN_MUL_DAY-WIN-11002-198812.TXT
1989,1,198901,1,1.99,SURF_CLI_CHN_MUL_DAY-WIN-11002-198901.TXT
1989,2,198902,1,2.057,SURF_CLI_CHN_MUL_DAY-WIN-11002-198902.TXT
1989,3,198903,1,2.423,SURF_CLI_CHN_MUL_DAY-WIN-11002-198903.TXT
1989,4,198904,1,1.733,SURF_CLI_CHN_MUL_DAY-WIN-11002-198904.TXT
1989,5,198905,1,2.019,SURF_CLI_CHN_MUL_DAY-WIN-11002-198905.TXT
1989,6,198906,1,1.683,SURF_CLI_CHN_MUL_DAY-WIN-11002-198906.TXT
1989,7,198907,1,1.642,SURF_CLI_CHN_MUL_DAY-WIN-11002-198907.TXT
1989,8,198908,1,1.752,SURF_CLI_CHN_MUL_DAY-WIN-11002-198908.TXT
1989,9,198909,1,1.128,SURF_CLI_CHN_MUL_DAY-WIN-11002-198909.TXT
1989,10,198910,1,1.255,SURF_CLI_CHN_MUL_DAY-WIN-11002-198910.TXT
1989,11,198911,1,1.023,SURF_CLI_CHN_MUL_DAY-WIN-11002-198911.TXT
1989,12,198912,1,0.919,SURF_CLI_CHN_MUL_DAY-WIN-11002-198912.TXT
1990,1,199001,1,1.284,SURF_CLI_CHN_MUL_DAY-WIN-11002-199001.TXT
1990,2,199002,1,1.446,SURF_CLI_CHN_MUL_DAY-WIN-11002-199002.TXT
1990,3,199003,1,1.777,SURF_CLI_CHN_MUL_DAY-WIN-11002-199003.TXT
1990,4,199004,1,1.73,SURF_CLI_CHN_MUL_DAY-WIN-11002-199004.TXT
1990,5,199005,1,1.652,SURF_CLI_CHN_MUL_DAY-WIN-11002-199005.TXT
1990,6,199006,1,1.431,SURF_CLI_CHN_MUL_DAY-WIN-11002-199006.TXT
1990,7,199007,1,1.597,SURF_CLI_CHN_MUL_DAY-WIN-11002-199007.TXT
1990,8,199008,1,1.755,SURF_CLI_CHN_MUL_DAY-WIN-11002-199008.TXT
1990,9,199009,1,1.36,SURF_CLI_CHN_MUL_DAY-WIN-11002-199009.TXT
1990,10,199010,1,1.61,SURF_CLI_CHN_MUL_DAY-WIN-11002-199010.TXT
1990,11,199011,1,1.43,SURF_CLI_CHN_MUL_DAY-WIN-11002-199011.TXT
1990,12,199012,1,1.148,SURF_CLI_CHN_MUL_DAY-WIN-11002-199012.TXT
1991,1,199101,1,1.748,SURF_CLI_CHN_MUL_DAY-WIN-11002-199101.TXT
1991,2,199102,1,2.461,SURF_CLI_CHN_MUL_DAY-WIN-11002-199102.TXT
1991,3,199103,1,1.706,SURF_CLI_CHN_MUL_DAY-WIN-11002-199103.TXT
1991,4,199104,1,1.56,SURF_CLI_CHN_MUL_DAY-WIN-11002-199104.TXT
1991,5,199105,1,2.2,SURF_CLI_CHN_MUL_DAY-WIN-11002-199105.TXT
1991,6,199106,1,1.627,SURF_CLI_CHN_MUL_DAY-WIN-11002-199106.TXT
1991,7,199107,1,1.568,SURF_CLI_CHN_MUL_DAY-WIN-11002-199107.TXT
1991,8,199108,1,1.297,SURF_CLI_CHN_MUL_DAY-WIN-11002-199108.TXT
1991,9,199109,1,1.32,SURF_CLI_CHN_MUL_DAY-WIN-11002-199109.TXT
1991,10,199110,1,1.313,SURF_CLI_CHN_MUL_DAY-WIN-11002-199110.TXT
1991,11,199111,1,1.21,SURF_CLI_CHN_MUL_DAY-WIN-11002-199111.TXT
1991,12,199112,1,0.79,SURF_CLI_CHN_MUL_DAY-WIN-11002-199112.TXT
1992,1,199201,1,0.994,SURF_CLI_CHN_MUL_DAY-WIN-11002-199201.TXT
1992,2,199202,1,1.51,SURF_CLI_CHN_MUL_DAY-WIN-11002-199202.TXT
1992,3,199203,1,1.558,SURF_CLI_CHN_MUL_DAY-WIN-11002-199203.TXT
1992,4,199204,1,2.04,SURF_CLI_CHN_MUL_DAY-WIN-11002-199204.TXT
1992,5,199205,1,1.806,SURF_CLI_CHN_MUL_DAY-WIN-11002-199205.TXT
1992,6,199206,1,1.657,SURF_CLI_CHN_MUL_DAY-WIN-11002-199206.TXT
1992,7,199207,1,1.545,SURF_CLI_CHN_MUL_DAY-WIN-11002-199207.TXT
1992,8,199208,1,1.726,SURF_CLI_CHN_MUL_DAY-WIN-11002-199208.TXT
1992,9,199209,1,1.81,SURF_CLI_CHN_MUL_DAY-WIN-11002-199209.TXT
1992,10,199210,1,1.271,SURF_CLI_CHN_MUL_DAY-WIN-11002-199210.TXT
1992,11,199211,1,1.323,SURF_CLI_CHN_MUL_DAY-WIN-11002-199211.TXT
1992,12,199212,1,0.839,SURF_CLI_CHN_MUL_DAY-WIN-11002-199212.TXT
1993,1,199301,1,1.494,SURF_CLI_CHN_MUL_DAY-WIN-11002-199301.TXT
1993,2,199302,1,1.711,SURF_CLI_CHN_MUL_DAY-WIN-11002-199302.TXT
1993,3,199303,1,2.258,SURF_CLI_CHN_MUL_DAY-WIN-11002-199303.TXT
1993,4,199304,1,2.059,SURF_CLI_CHN_MUL_DAY-WIN-11002-199304.TXT
1993,5,199305,1,1.845,SURF_CLI_CHN_MUL_DAY-WIN-11002-199305.TXT
1993,6,199306,1,1.58,SURF_CLI_CHN_MUL_DAY-WIN-11002-199306.TXT
1993,7,199307,1,1.519,SURF_CLI_CHN_MUL_DAY-WIN-11002-199307.TXT
1993,8,199308,1,1.187,SURF_CLI_CHN_MUL_DAY-WIN-11002-199308.TXT
1993,9,199309,1,1.093,SURF_CLI_CHN_MUL_DAY-WIN-11002-199309.TXT
1993,10,199310,1,1.397,SURF_CLI_CHN_MUL_DAY-WIN-11002-199310.TXT
1993,11,199311,1,1.137,SURF_CLI_CHN_MUL_DAY-WIN-11002-199311.TXT
1993,12,199312,1,1.139,SURF_CLI_CHN_MUL_DAY-WIN-11002-199312.TXT
1994,1,199401,1,1.755,SURF_CLI_CHN_MUL_DAY-WIN-11002-199401.TXT
1994,2,199402,1,1.939,SURF_CLI_CHN_MUL_DAY-WIN-11002-199402.TXT
1994,3,199403,1,1.606,SURF_CLI_CHN_MUL_DAY-WIN-11002-199403.TXT
1994,4,199404,1,1.753,SURF_CLI_CHN_MUL_DAY-WIN-11002-199404.TXT
1994,5,199405,1,1.671,SURF_CLI_CHN_MUL_DAY-WIN-11002-199405.TXT
1994,6,199406,1,1.37,SURF_CLI_CHN_MUL_DAY-WIN-11002-199406.TXT
1994,7,199407,1,1.984,SURF_CLI_CHN_MUL_DAY-WIN-11002-199407.TXT
1994,8,199408,1,1.552,SURF_CLI_CHN_MUL_DAY-WIN-11002-199408.TXT
1994,9,199409,1,1.483,SURF_CLI_CHN_MUL_DAY-WIN-11002-199409.TXT
1994,10,199410,1,1.406,SURF_CLI_CHN_MUL_DAY-WIN-11002-199410.TXT
1994,11,199411,1,1.173,SURF_CLI_CHN_MUL_DAY-WIN-11002-199411.TXT
1994,12,199412,1,1.332,SURF_CLI_CHN_MUL_DAY-WIN-11002-199412.TXT
1995,1,199501,1,1.606,SURF_CLI_CHN_MUL_DAY-WIN-11002-199501.TXT
1995,2,199502,1,1.486,SURF_CLI_CHN_MUL_DAY-WIN-11002-199502.TXT
1995,3,199503,1,1.765,SURF_CLI_CHN_MUL_DAY-WIN-11002-199503.TXT
1995,4,199504,1,1.66,SURF_CLI_CHN_MUL_DAY-WIN-11002-199504.TXT
1995,5,199505,1,1.3,SURF_CLI_CHN_MUL_DAY-WIN-11002-199505.TXT
1995,6,199506,1,1.367,SURF_CLI_CHN_MUL_DAY-WIN-11002-199506.TXT
1995,7,199507,1,1.368,SURF_CLI_CHN_MUL_DAY-WIN-11002-199507.TXT
1995,8,199508,1,1.387,SURF_CLI_CHN_MUL_DAY-WIN-11002-199508.TXT
1995,9,199509,1,1.077,SURF_CLI_CHN_MUL_DAY-WIN-11002-199509.TXT
1995,10,199510,1,1.248,SURF_CLI_CHN_MUL_DAY-WIN-11002-199510.TXT
1995,11,199511,1,1.157,SURF_CLI_CHN_MUL_DAY-WIN-11002-199511.TXT
1995,12,199512,1,1.452,SURF_CLI_CHN_MUL_DAY-WIN-11002-199512.TXT
1996,1,199601,1,1.874,SURF_CLI_CHN_MUL_DAY-WIN-11002-199601.TXT
1996,2,199602,1,1.524,SURF_CLI_CHN_MUL_DAY-WIN-11002-199602.TXT
1996,3,199603,1,1.232,SURF_CLI_CHN_MUL_DAY-WIN-11002-199603.TXT
1996,4,199604,1,1.807,SURF_CLI_CHN_MUL_DAY-WIN-11002-199604.TXT
1996,5,199605,1,1.51,SURF_CLI_CHN_MUL_DAY-WIN-11002-199605.TXT
1996,6,199606,1,1.8,SURF_CLI_CHN_MUL_DAY-WIN-11002-199606.TXT
1996,7,199607,1,1.552,SURF_CLI_CHN_MUL_DAY-WIN-11002-199607.TXT
1996,8,199608,1,1.574,SURF_CLI_CHN_MUL_DAY-WIN-11002-199608.TXT
1996,9,199609,1,1.033,SURF_CLI_CHN_MUL_DAY-WIN-11002-199609.TXT
1996,10,199610,1,1.439,SURF_CLI_CHN_MUL_DAY-WIN-11002-199610.TXT
1996,11,199611,1,1.5,SURF_CLI_CHN_MUL_DAY-WIN-11002-199611.TXT
1996,12,199612,1,0.952,SURF_CLI_CHN_MUL_DAY-WIN-11002-199612.TXT
1997,1,199701,1,1.161,SURF_CLI_CHN_MUL_DAY-WIN-11002-199701.TXT
1997,2,199702,1,1.8,SURF_CLI_CHN_MUL_DAY-WIN-11002-199702.TXT
1997,3,199703,1,1.39,SURF_CLI_CHN_MUL_DAY-WIN-11002-199703.TXT
1997,4,199704,1,1.747,SURF_CLI_CHN_MUL_DAY-WIN-11002-199704.TXT
1997,5,199705,1,1.794,SURF_CLI_CHN_MUL_DAY-WIN-11002-199705.TXT
1997,6,199706,1,1.557,SURF_CLI_CHN_MUL_DAY-WIN-11002-199706.TXT
1997,7,199707,1,1.648,SURF_CLI_CHN_MUL_DAY-WIN-11002-199707.TXT
1997,8,199708,1,1.574,SURF_CLI_CHN_MUL_DAY-WIN-11002-199708.TXT
1997,9,199709,1,1.477,SURF_CLI_CHN_MUL_DAY-WIN-11002-199709.TXT
1997,10,199710,1,1.474,SURF_CLI_CHN_MUL_DAY-WIN-11002-199710.TXT
1997,11,199711,1,1.233,SURF_CLI_CHN_MUL_DAY-WIN-11002-199711.TXT
1997,12,199712,1,1.235,SURF_CLI_CHN_MUL_DAY-WIN-11002-199712.TXT
1998,1,199801,1,1.79,SURF_CLI_CHN_MUL_DAY-WIN-11002-199801.TXT
1998,2,199802,1,1.468,SURF_CLI_CHN_MUL_DAY-WIN-11002-199802.TXT
1998,3,199803,1,1.674,SURF_CLI_CHN_MUL_DAY-WIN-11002-199803.TXT
1998,4,199804,1,1.903,SURF_CLI_CHN_MUL_DAY-WIN-11002-199804.TXT
1998,5,199805,1,1.839,SURF_CLI_CHN_MUL_DAY-WIN-11002-199805.TXT
1998,6,199806,1,1.65,SURF_CLI_CHN_MUL_DAY-WIN-11002-199806.TXT
1998,7,199807,1,1.161,SURF_CLI_CHN_MUL_DAY-WIN-11002-199807.TXT
1998,8,199808,1,1.068,SURF_CLI_CHN_MUL_DAY-WIN-11002-199808.TXT
1998,9,199809,1,1.597,SURF_CLI_CHN_MUL_DAY-WIN-11002-199809.TXT
1998,10,199810,1,1.155,SURF_CLI_CHN_MUL_DAY-WIN-11002-199810.TXT
1998,11,199811,1,0.98,SURF_CLI_CHN_MUL_DAY-WIN-11002-199811.TXT
1998,12,199812,1,0.777,SURF_CLI_CHN_MUL_DAY-WIN-11002-199812.TXT
1999,1,199901,1,1.458,SURF_CLI_CHN_MUL_DAY-WIN-11002-199901.TXT
1999,2,199902,1,1.596,SURF_CLI_CHN_MUL_DAY-WIN-11002-199902.TXT
1999,3,199903,1,1.797,SURF_CLI_CHN_MUL_DAY-WIN-11002-199903.TXT
1999,4,199904,1,1.547,SURF_CLI_CHN_MUL_DAY-WIN-11002-199904.TXT
1999,5,199905,1,1.348,SURF_CLI_CHN_MUL_DAY-WIN-11002-199905.TXT
1999,6,199906,1,0.957,SURF_CLI_CHN_MUL_DAY-WIN-11002-199906.TXT
1999,7,199907,1,0.919,SURF_CLI_CHN_MUL_DAY-WIN-11002-199907.TXT
1999,8,199908,1,1.026,SURF_CLI_CHN_MUL_DAY-WIN-11002-199908.TXT
1999,9,199909,1,1.107,SURF_CLI_CHN_MUL_DAY-WIN-11002-199909.TXT
1999,10,199910,1,0.858,SURF_CLI_CHN_MUL_DAY-WIN-11002-199910.TXT
1999,11,199911,1,0.953,SURF_CLI_CHN_MUL_DAY-WIN-11002-199911.TXT
1999,12,199912,1,0.835,SURF_CLI_CHN_MUL_DAY-WIN-11002-199912.TXT
2000,1,200001,1,1.213,SURF_CLI_CHN_MUL_DAY-WIN-11002-200001.TXT
2000,2,200002,1,2.576,SURF_CLI_CHN_MUL_DAY-WIN-11002-200002.TXT
2000,3,200003,1,1.558,SURF_CLI_CHN_MUL_DAY-WIN-11002-200003.TXT
2000,4,200004,1,1.6,SURF_CLI_CHN_MUL_DAY-WIN-11002-200004.TXT
2000,5,200005,1,1.342,SURF_CLI_CHN_MUL_DAY-WIN-11002-200005.TXT
2000,6,200006,1,1.533,SURF_CLI_CHN_MUL_DAY-WIN-11002-200006.TXT
2000,7,200007,1,1.461,SURF_CLI_CHN_MUL_DAY-WIN-11002-200007.TXT
2000,8,200008,1,0.952,SURF_CLI_CHN_MUL_DAY-WIN-11002-200008.TXT
2000,9,200009,1,0.893,SURF_CLI_CHN_MUL_DAY-WIN-11002-200009.TXT
2000,10,200010,1,1.106,SURF_CLI_CHN_MUL_DAY-WIN-11002-200010.TXT
2000,11,200011,1,1.423,SURF_CLI_CHN_MUL_DAY-WIN-11002-200011.TXT
2000,12,200012,1,0.868,SURF_CLI_CHN_MUL_DAY-WIN-11002-200012.TXT
2001,1,200101,1,1.352,SURF_CLI_CHN_MUL_DAY-WIN-11002-200101.TXT
2001,2,200102,1,1.996,SURF_CLI_CHN_MUL_DAY-WIN-11002-200102.TXT
2001,3,200103,1,1.294,SURF_CLI_CHN_MUL_DAY-WIN-11002-200103.TXT
2001,4,200104,1,1.46,SURF_CLI_CHN_MUL_DAY-WIN-11002-200104.TXT
2001,5,200105,1,1.477,SURF_CLI_CHN_MUL_DAY-WIN-11002-200105.TXT
2001,6,200106,1,1.033,SURF_CLI_CHN_MUL_DAY-WIN-11002-200106.TXT
2001,7,200107,1,1.332,SURF_CLI_CHN_MUL_DAY-WIN-11002-200107.TXT
2001,8,200108,1,1.161,SURF_CLI_CHN_MUL_DAY-WIN-11002-200108.TXT
2001,9,200109,1,1.0,SURF_CLI_CHN_MUL_DAY-WIN-11002-200109.TXT
2001,10,200110,1,0.974,SURF_CLI_CHN_MUL_DAY-WIN-11002-200110.TXT
2001,11,200111,1,0.9,SURF_CLI_CHN_MUL_DAY-WIN-11002-200111.TXT
2001,12,200112,1,1.123,SURF_CLI_CHN_MUL_DAY-WIN-11002-200112.TXT
2002,1,200201,1,1.223,SURF_CLI_CHN_MUL_DAY-WIN-11002-200201.TXT
2002,2,200202,1,1.864,SURF_CLI_CHN_MUL_DAY-WIN-11002-200202.TXT
2002,3,200203,1,1.535,SURF_CLI_CHN_MUL_DAY-WIN-11002-200203.TXT
2002,4,200204,1,1.75,SURF_CLI_CHN_MUL_DAY-WIN-11002-200204.TXT
2002,5,200205,1,1.429,SURF_CLI_CHN_MUL_DAY-WIN-11002-200205.TXT
2002,6,200206,1,1.407,SURF_CLI_CHN_MUL_DAY-WIN-11002-200206.TXT
2002,7,200207,1,1.181,SURF_CLI_CHN_MUL_DAY-WIN-11002-200207.TXT
2002,8,200208,1,1.584,SURF_CLI_CHN_MUL_DAY-WIN-11002-200208.TXT
2002,9,200209,1,1.487,SURF_CLI_CHN_MUL_DAY-WIN-11002-200209.TXT
2002,10,200210,1,1.145,SURF_CLI_CHN_MUL_DAY-WIN-11002-200210.TXT
2002,11,200211,1,1.063,SURF_CLI_CHN_MUL_DAY-WIN-11002-200211.TXT
2002,12,200212,1,1.077,SURF_CLI_CHN_MUL_DAY-WIN-11002-200212.TXT
2003,1,200301,1,1.245,SURF_CLI_CHN_MUL_DAY-WIN-11002-200301.TXT
2003,2,200302,1,1.325,SURF_CLI_CHN_MUL_DAY-WIN-11002-200302.TXT
2003,3,200303,1,1.813,SURF_CLI_CHN_MUL_DAY-WIN-11002-200303.TXT
2003,4,200304,1,1.6,SURF_CLI_CHN_MUL_DAY-WIN-11002-200304.TXT
2003,5,200305,1,1.555,SURF_CLI_CHN_MUL_DAY-WIN-11002-200305.TXT
2003,6,200306,1,0.973,SURF_CLI_CHN_MUL_DAY-WIN-11002-200306.TXT
2003,7,200307,1,1.106,SURF_CLI_CHN_MUL_DAY-WIN-11002-200307.TXT
2003,8,200308,1,1.197,SURF_CLI_CHN_MUL_DAY-WIN-11002-200308.TXT
2003,9,200309,1,0.803,SURF_CLI_CHN_MUL_DAY-WIN-11002-200309.TXT
2003,10,200310,1,1.094,SURF_CLI_CHN_MUL_DAY-WIN-11002-200310.TXT
2003,11,200311,1,1.157,SURF_CLI_CHN_MUL_DAY-WIN-11002-200311.TXT
2003,12,200312,1,1.074,SURF_CLI_CHN_MUL_DAY-WIN-11002-200312.TXT
2004,1,200401,1,1.465,SURF_CLI_CHN_MUL_DAY-WIN-11002-200401.TXT
2004,2,200402,1,1.521,SURF_CLI_CHN_MUL_DAY-WIN-11002-200402.TXT
2004,3,200403,1,1.41,SURF_CLI_CHN_MUL_DAY-WIN-11002-200403.TXT
2004,4,200404,1,1.67,SURF_CLI_CHN_MUL_DAY-WIN-11002-200404.TXT
2004,5,200405,1,1.426,SURF_CLI_CHN_MUL_DAY-WIN-11002-200405.TXT
2004,6,200406,1,0.923,SURF_CLI_CHN_MUL_DAY-WIN-11002-200406.TXT
2004,7,200407,1,1.039,SURF_CLI_CHN_MUL_DAY-WIN-11002-200407.TXT
2004,8,200408,1,1.171,SURF_CLI_CHN_MUL_DAY-WIN-11002-200408.TXT
2004,9,200409,1,1.133,SURF_CLI_CHN_MUL_DAY-WIN-11002-200409.TXT
2004,10,200410,1,1.187,SURF_CLI_CHN_MUL_DAY-WIN-11002-200410.TXT
2004,11,200411,1,0.937,SURF_CLI_CHN_MUL_DAY-WIN-11002-200411.TXT
2004,12,200412,1,0.484,SURF_CLI_CHN_MUL_DAY-WIN-11002-200412.TXT
2005,1,200501,1,1.113,SURF_CLI_CHN_MUL_DAY-WIN-11002-200501.TXT
2005,2,200502,1,1.204,SURF_CLI_CHN_MUL_DAY-WIN-11002-200502.TXT
2005,3,200503,1,0.839,SURF_CLI_CHN_MUL_DAY-WIN-11002-200503.TXT
2005,4,200504,1,1.13,SURF_CLI_CHN_MUL_DAY-WIN-11002-200504.TXT
2005,5,200505,1,1.423,SURF_CLI_CHN_MUL_DAY-WIN-11002-200505.TXT
2005,6,200506,1,1.227,SURF_CLI_CHN_MUL_DAY-WIN-11002-200506.TXT
2005,7,200507,1,1.406,SURF_CLI_CHN_MUL_DAY-WIN-11002-200507.TXT
2005,8,200508,1,0.9,SURF_CLI_CHN_MUL_DAY-WIN-11002-200508.TXT
2005,9,200509,1,1.087,SURF_CLI_CHN_MUL_DAY-WIN-11002-200509.TXT
2005,10,200510,1,0.981,SURF_CLI_CHN_MUL_DAY-WIN-11002-200510.TXT
2005,11,200511,1,1.087,SURF_CLI_CHN_MUL_DAY-WIN-11002-200511.TXT
2005,12,200512,1,0.806,SURF_CLI_CHN_MUL_DAY-WIN-11002-200512.TXT
2006,1,200601,1,1.071,SURF_CLI_CHN_MUL_DAY-WIN-11002-200601.TXT
2006,2,200602,1,1.082,SURF_CLI_CHN_MUL_DAY-WIN-11002-200602.TXT
2006,3,200603,1,1.152,SURF_CLI_CHN_MUL_DAY-WIN-11002-200603.TXT
2006,4,200604,1,1.33,SURF_CLI_CHN_MUL_DAY-WIN-11002-200604.TXT
2006,5,200605,1,1.174,SURF_CLI_CHN_MUL_DAY-WIN-11002-200605.TXT
2006,6,200606,1,1.147,SURF_CLI_CHN_MUL_DAY-WIN-11002-200606.TXT
2006,7,200607,1,1.452,SURF_CLI_CHN_MUL_DAY-WIN-11002-200607.TXT
2006,8,200608,1,1.519,SURF_CLI_CHN_MUL_DAY-WIN-11002-200608.TXT
2006,9,200609,1,1.367,SURF_CLI_CHN_MUL_DAY-WIN-11002-200609.TXT
2006,10,200610,1,1.042,SURF_CLI_CHN_MUL_DAY-WIN-11002-200610.TXT
2006,11,200611,1,0.91,SURF_CLI_CHN_MUL_DAY-WIN-11002-200611.TXT
2006,12,200612,1,0.739,SURF_CLI_CHN_MUL_DAY-WIN-11002-200612.TXT
2007,1,200701,1,1.39,SURF_CLI_CHN_MUL_DAY-WIN-11002-200701.TXT
2007,2,200702,1,1.525,SURF_CLI_CHN_MUL_DAY-WIN-11002-200702.TXT
2007,3,200703,1,1.932,SURF_CLI_CHN_MUL_DAY-WIN-11002-200703.TXT
2007,4,200704,1,1.663,SURF_CLI_CHN_MUL_DAY-WIN-11002-200704.TXT
2007,5,200705,1,1.745,SURF_CLI_CHN_MUL_DAY-WIN-11002-200705.TXT
2007,6,200706,1,1.353,SURF_CLI_CHN_MUL_DAY-WIN-11002-200706.TXT
2007,7,200707,1,1.229,SURF_CLI_CHN_MUL_DAY-WIN-11002-200707.TXT
2007,8,200708,1,1.419,SURF_CLI_CHN_MUL_DAY-WIN-11002-200708.TXT
2007,9,200709,1,1.207,SURF_CLI_CHN_MUL_DAY-WIN-11002-200709.TXT
2007,10,200710,1,1.352,SURF_CLI_CHN_MUL_DAY-WIN-11002-200710.TXT
2007,11,200711,1,1.32,SURF_CLI_CHN_MUL_DAY-WIN-11002-200711.TXT
2007,12,200712,1,1.465,SURF_CLI_CHN_MUL_DAY-WIN-11002-200712.TXT
2008,1,200801,1,1.829,SURF_CLI_CHN_MUL_DAY-WIN-11002-200801.TXT
2008,2,200802,1,1.959,SURF_CLI_CHN_MUL_DAY-WIN-11002-200802.TXT
2008,3,200803,1,1.516,SURF_CLI_CHN_MUL_DAY-WIN-11002-200803.TXT
2008,4,200804,1,1.603,SURF_CLI_CHN_MUL_DAY-WIN-11002-200804.TXT
2008,5,200805,1,1.932,SURF_CLI_CHN_MUL_DAY-WIN-11002-200805.TXT
2008,6,200806,1,1.38,SURF_CLI_CHN_MUL_DAY-WIN-11002-200806.TXT
2008,7,200807,1,1.635,SURF_CLI_CHN_MUL_DAY-WIN-11002-200807.TXT
2008,8,200808,1,1.171,SURF_CLI_CHN_MUL_DAY-WIN-11002-200808.TXT
2008,9,200809,1,1.19,SURF_CLI_CHN_MUL_DAY-WIN-11002-200809.TXT
2008,10,200810,1,1.268,SURF_CLI_CHN_MUL_DAY-WIN-11002-200810.TXT
2008,11,200811,1,1.27,SURF_CLI_CHN_MUL_DAY-WIN-11002-200811.TXT
2008,12,200812,1,1.161,SURF_CLI_CHN_MUL_DAY-WIN-11002-200812.TXT
2009,1,200901,1,1.523,SURF_CLI_CHN_MUL_DAY-WIN-11002-200901.TXT
2009,2,200902,1,1.582,SURF_CLI_CHN_MUL_DAY-WIN-11002-200902.TXT
2009,3,200903,1,1.661,SURF_CLI_CHN_MUL_DAY-WIN-11002-200903.TXT
2009,4,200904,1,1.843,SURF_CLI_CHN_MUL_DAY-WIN-11002-200904.TXT
2009,5,200905,1,1.739,SURF_CLI_CHN_MUL_DAY-WIN-11002-200905.TXT
2009,6,200906,1,2.02,SURF_CLI_CHN_MUL_DAY-WIN-11002-200906.TXT
2009,7,200907,1,1.6,SURF_CLI_CHN_MUL_DAY-WIN-11002-200907.TXT
2009,8,200908,1,1.348,SURF_CLI_CHN_MUL_DAY-WIN-11002-200908.TXT
2009,9,200909,1,1.717,SURF_CLI_CHN_MUL_DAY-WIN-11002-200909.TXT
2009,10,200910,1,1.774,SURF_CLI_CHN_MUL_DAY-WIN-11002-200910.TXT
2009,11,200911,1,1.527,SURF_CLI_CHN_MUL_DAY-WIN-11002-200911.TXT
2009,12,200912,1,1.174,SURF_CLI_CHN_MUL_DAY-WIN-11002-200912.TXT
2010,1,201001,1,1.539,SURF_CLI_CHN_MUL_DAY-WIN-11002-201001.TXT
2010,2,201002,1,1.725,SURF_CLI_CHN_MUL_DAY-WIN-11002-201002.TXT
2010,3,201003,1,1.261,SURF_CLI_CHN_MUL_DAY-WIN-11002-201003.TXT
2010,4,201004,1,1.853,SURF_CLI_CHN_MUL_DAY-WIN-11002-201004.TXT
2010,5,201005,1,1.519,SURF_CLI_CHN_MUL_DAY-WIN-11002-201005.TXT
2010,6,201006,1,1.33,SURF_CLI_CHN_MUL_DAY-WIN-11002-201006.TXT
2010,7,201007,1,1.513,SURF_CLI_CHN_MUL_DAY-WIN-11002-201007.TXT
2010,8,201008,1,1.445,SURF_CLI_CHN_MUL_DAY-WIN-11002-201008.TXT
2010,9,201009,1,0.99,SURF_CLI_CHN_MUL_DAY-WIN-11002-201009.TXT
2010,10,201010,1,1.206,SURF_CLI_CHN_MUL_DAY-WIN-11002-201010.TXT
2010,11,201011,1,1.117,SURF_CLI_CHN_MUL_DAY-WIN-11002-201011.TXT
2010,12,201012,1,1.316,SURF_CLI_CHN_MUL_DAY-WIN-11002-201012.TXT
2011,1,201101,1,1.59,SURF_CLI_CHN_MUL_DAY-WIN-11002-201101.TXT
2011,2,201102,1,1.607,SURF_CLI_CHN_MUL_DAY-WIN-11002-201102.TXT
2011,3,201103,1,1.316,SURF_CLI_CHN_MUL_DAY-WIN-11002-201103.TXT
